Produto;Preço;Pgto.;Nº Parcelas;Data;Cliente;E-mail;Estado;Regiao;DDD;Telefone
Produto C;R$ 2.000;Cartão de Credito;8;16-Apr-19;Edson Martins;edson@globo.com;São Paulo;Sudeste;11;997400000
Produto C;R$ 2.000;Cartão de Credito;1;17-Apr-19;Sâmela Martins;samela@gmail.com;Rio de Janeiro;Sudeste;21;991900000
Produto C;R$ 2.000;Cartão de Credito;1;17-Apr-19;Lucimara Martins;lucimara@gmail.com;São Paulo;Sudeste;19;988300000
Produto A;R$ 500;Cartão de Credito;1;17-Apr-19;Leia Martins;leia@hotmail.com;Rio de Janeiro;Sudeste;21;994800000
Produto C;R$ 2.000;Cartão de Credito;12;17-Apr-19;Maico Martins;maico@outlook.com;Distrito Federal;Centro-Oeste;61;981100000
Produto C;R$ 2.000;Boleto Bancário;1;17-Apr-19;Hizadora Martins;hizadora@hotmail.com;Tocantins;Norte;63;981300000
Produto B;R$ 1.000;Cartão de Credito;1;17-Apr-19;Jadiel Martins;jadiel@yahoo.com.br;Paraná;Sul;41;984200000
Produto B;R$ 1.000;Cartão de Credito;12;18-Apr-19;Jarbas Martins;jarbas@gmail.com;Minas Gerais;Sudeste;31;997800000
Produto A;R$ 500;Cartão de Credito;12;18-Apr-19;Milena Martins;milena@gmail.com;São Paulo;Sudeste;11;981300000
Produto C;R$ 2.000;Boleto Bancário;1;18-Apr-19;Allysson Martins;allysson@gmail.com;São Paulo;Sudeste;18;991000000
Produto A;R$ 500;Boleto Bancário;1;18-Apr-19;Oliver Martins;oliver@gmail.com;Mato Grosso do Sul;Centro-Oeste;67;991100000
Produto B;R$ 1.000;Cartão de Credito;12;18-Apr-19;Romilson Martins;romilson@gmail.com;Minas Gerais;Sudeste;31;995800000
Produto A;R$ 500;Cartão de Credito;2;18-Apr-19;Yuri Martins;yuri@gmail.com;Rio de Janeiro;Sudeste;21;980200000
Produto A;R$ 500;Cartão de Credito;12;18-Apr-19;Ericson Martins;ericson@hotmail.com;Distrito Federal;Centro-Oeste;61;995500000
Produto A;R$ 500;Cartão de Credito;12;18-Apr-19;Osvaldo Martins;osvaldo@gmail.com;São Paulo;Sudeste;11;953500000
Produto B;R$ 1.000;Cartão de Credito;12;18-Apr-19;Everton Martins;everton@hotmail.com;Rio Grande do Sul;Sul;51;991200000
Produto C;R$ 2.000;Cartão de Credito;12;18-Apr-19;Yudi Martins;yudi@hotmail.com;São Paulo;Sudeste;11;964300000
Produto B;R$ 1.000;Cartão de Credito;12;18-Apr-19;Joyce Martins;joyce@gmail.com;Ceará;Nordeste;85;985100000
Produto C;R$ 2.000;Cartão de Credito;12;18-Apr-19;Celiane Martins;celiane@hotmail.com;São Paulo;Sudeste;11;999200000
Produto C;R$ 2.000;Cartão de Credito;10;19-Apr-19;Gileide Martins;gileide@gmail.com;Bahia;Nordeste;71;993200000
Produto B;R$ 1.000;Cartão de Credito;2;19-Apr-19;Heloisa Martins;heloisa@gmail.com;São Paulo;Sudeste;11;968200000
Produto C;R$ 2.000;Boleto Bancário;1;19-Apr-19;Isabelle Martins;isabelle@gmail.com;Rio de Janeiro;Sudeste;21;997900000
Produto A;R$ 500;Cartão de Credito;12;19-Apr-19;Ricardo Martins;ricardo@hotmail.com;Paraíba;Nordeste;83;988300000
Produto C;R$ 2.000;Cartão de Credito;1;20-Apr-19;Elson Martins;elson@gmail.com;Rondônia;Norte;69;992800000
Produto C;R$ 2.000;Cartão de Credito;1;20-Apr-19;Santhiago Martins;santhiago@gmail.com;Minas Gerais;Sudeste;35;991300000
Produto B;R$ 1.000;Cartão de Credito;2;20-Apr-19;Clenio Martins;clenio@hotmail.com;Ceará;Nordeste;85;992700000
Produto B;R$ 1.000;Cartão de Credito;12;20-Apr-19;Helber Martins;helber@uol.com.br;Goiás;Centro-Oeste;62;999000000
Produto A;R$ 500;Cartão de Credito;12;20-Apr-19;Caique Martins;caique@gmail.com;Goiás;Centro-Oeste;64;981300000
Produto A;R$ 500;Cartão de Credito;12;20-Apr-19;Jean Martins;jean@hotmail.com;Minas Gerais;Sudeste;32;988200000
Produto A;R$ 500;Cartão de Credito;12;21-Apr-19;Gladston Martins;gladston@gmail.com;Sergipe;Nordeste;79;999200000
Produto C;R$ 2.000;Cartão de Credito;4;21-Apr-19;Jonathas Martins;jonathas@hotmail.com;Bahia;Nordeste;75;991600000
Produto B;R$ 1.000;Cartão de Credito;1;21-Apr-19;Anne Martins;anne@gmail.com;São Paulo;Sudeste;11;999800000
Produto C;R$ 2.000;Cartão de Credito;1;21-Apr-19;Wiliam Martins;wiliam@gmail.com;São Paulo;Sudeste;11;961600000
Produto A;R$ 500;Cartão de Credito;12;21-Apr-19;Daniely Martins;daniely@gmail.com;Minas Gerais;Sudeste;32;988000000
Produto A;R$ 500;Cartão de Credito;12;21-Apr-19;Mitssi Martins;mitssi@gmail.com;São Paulo;Sudeste;11;979600000
Produto C;R$ 2.000;Cartão de Credito;12;21-Apr-19;François Martins;françois@hotmail.com;Rio Grande do Norte;Nordeste;84;994000000
Produto A;R$ 500;Boleto Bancário;1;21-Apr-19;Gerson Martins;gerson@hotmail.com;São Paulo;Sudeste;15;981100000
Produto A;R$ 500;Cartão de Credito;4;22-Apr-19;Hágata Martins;hagata@gmail.com;Santa Catarina;Sul;48;999200000
Produto B;R$ 1.000;Cartão de Credito;2;22-Apr-19;Lillia Martins;lillia@gmail.com;Distrito Federal;Centro-Oeste;61;995400000
Produto B;R$ 1.000;Cartão de Credito;1;22-Apr-19;Taciana Martins;taciana@yahoo.com.br;Minas Gerais;Sudeste;31;981100000
Produto C;R$ 2.000;Cartão de Credito;6;22-Apr-19;Wglanestonio Martins;wglanestonio@gmail.com;São Paulo;Sudeste;12;981200000
Produto B;R$ 1.000;Cartão de Credito;12;22-Apr-19;Deise Martins;deise@hotmail.com;São Paulo;Sudeste;11;998000000
Produto A;R$ 500;Cartão de Credito;1;22-Apr-19;Mariane Martins;mariane@hotmail.com;São Paulo;Sudeste;19;996200000
Produto C;R$ 2.000;Cartão de Credito;1;23-Apr-19;Volmir Martins;volmir@gmail.com;Rio Grande do Sul;Sul;51;998900000
Produto B;R$ 1.000;Cartão de Credito;1;23-Apr-19;Cindy Martins;cindy@yahoo.com.br;São Paulo;Sudeste;11;982300000
Produto A;R$ 500;Cartão de Credito;2;23-Apr-19;Lílian Martins;lilian@hotmail.com;Paraíba;Nordeste;83;988900000
Produto A;R$ 500;Cartão de Credito;12;23-Apr-19;Lailson Martins;lailson@yahoo.com.br;São Paulo;Sudeste;11;974900000
Produto A;R$ 500;Cartão de Credito;12;23-Apr-19;Iata Martins;iata@gmail.com;Ceará;Nordeste;88;999100000
Produto A;R$ 500;Boleto Bancário;1;23-Apr-19;Isaías Martins;isaias@gmail.com;São Paulo;Sudeste;16;981200000
Produto B;R$ 1.000;Boleto Bancário;1;23-Apr-19;Vinícius Martins;vinicius@hotmail.com;Goiás;Centro-Oeste;62;982300000
Produto B;R$ 1.000;Cartão de Credito;1;24-Apr-19;Rebecca Martins;rebecca@hotmail.com;Rio de Janeiro;Sudeste;21;987600000
Produto C;R$ 2.000;Cartão de Credito;4;24-Apr-19;Tamiles Martins;tamiles@yahoo.com.br;Bahia;Nordeste;71;999400000
Produto B;R$ 1.000;Cartão de Credito;1;24-Apr-19;Vandenuza Martins;vandenuza@gmail.com;São Paulo;Sudeste;11;975600000
Produto C;R$ 2.000;Cartão de Credito;6;24-Apr-19;Catarine Martins;catarine@gmail.com;Minas Gerais;Sudeste;31;991400000
Produto A;R$ 500;Cartão de Credito;1;24-Apr-19;Eduarda Martins;eduarda@gmail.com;Rio Grande do Sul;Sul;51;993700000
Produto B;R$ 1.000;Cartão de Credito;1;24-Apr-19;Gleidson Martins;gleidson@hotmail.com;São Paulo;Sudeste;14;998400000
Produto C;R$ 2.000;Boleto Bancário;1;24-Apr-19;Steffane Martins;steffane@hotmail.com;Alagoas;Nordeste;82;999100000
Produto A;R$ 500;Cartão de Credito;12;24-Apr-19;Hermínio Martins;herminio@uol.com.br;São Paulo;Sudeste;17;982000000
Produto A;R$ 500;Cartão de Credito;12;24-Apr-19;Delma Martins;delma@gmail.com;São Paulo;Sudeste;11;993200000
Produto B;R$ 1.000;Cartão de Credito;1;24-Apr-19;Carollini Martins;carollini@gmail.com;São Paulo;Sudeste;11;974500000
Produto B;R$ 1.000;Cartão de Credito;5;25-Apr-19;Wellington Martins;wellington@gmail.com;São Paulo;Sudeste;11;983300000
Produto A;R$ 500;Cartão de Credito;12;25-Apr-19;Adrielly Martins;adrielly@gmail.com;São Paulo;Sudeste;11;942200000
Produto C;R$ 2.000;Cartão de Credito;4;25-Apr-19;Petterson Martins;petterson@gmail.com;São Paulo;Sudeste;11;996700000
Produto B;R$ 1.000;Boleto Bancário;1;25-Apr-19;Ariclemes Martins;ariclemes@gmail.com;Bahia;Nordeste;73;999600000
Produto C;R$ 2.000;Boleto Bancário;1;25-Apr-19;Thiago Martins;thiago@gmail.com;Paraná;Sul;41;999400000
Produto A;R$ 500;Cartão de Credito;12;25-Apr-19;Diego Martins;diego@gmail.com;Paraná;Sul;41;995200000
Produto A;R$ 500;Cartão de Credito;4;25-Apr-19;Elizabeth Martins;elizabeth@gmail.com;Santa Catarina;Sul;47;997000000
Produto A;R$ 500;Cartão de Credito;12;25-Apr-19;Micheli Martins;micheli@gmail.com;Santa Catarina;Sul;47;991000000
Produto A;R$ 500;Boleto Bancário;1;26-Apr-19;Alex Martins;alex@yahoo.com.br;Rio Grande do Norte;Nordeste;84;988000000
Produto A;R$ 500;Cartão de Credito;1;26-Apr-19;Cezar Martins;cezar@hotmail.com;São Paulo;Sudeste;11;972800000
Produto C;R$ 2.000;Cartão de Credito;12;26-Apr-19;Pauline Martins;pauline@hotmail.com;São Paulo;Sudeste;11;980100000
Produto A;R$ 500;Cartão de Credito;1;26-Apr-19;Ederson Martins;ederson@hotmail.com;São Paulo;Sudeste;19;988500000
Produto A;R$ 500;Boleto Bancário;1;26-Apr-19;Odete Martins;odete@hotmail.com;São Paulo;Sudeste;11;995000000
Produto A;R$ 500;Cartão de Credito;12;26-Apr-19;Daianne Martins;daianne@gmail.com;Rio de Janeiro;Sudeste;21;975800000
Produto A;R$ 500;Cartão de Credito;12;26-Apr-19;Airton Martins;airton@yahoo.com.br;Minas Gerais;Sudeste;31;993100000
Produto B;R$ 1.000;Cartão de Credito;6;27-Apr-19;Lucas Martins;lucas@gmail.com;São Paulo;Sudeste;19;982500000
Produto C;R$ 2.000;Cartão de Credito;12;27-Apr-19;Izadora Martins;izadora@outlook.com;Rio de Janeiro;Sudeste;21;985200000
Produto A;R$ 500;Cartão de Credito;12;27-Apr-19;Danielle Martins;danielle@gmail.com;Rio de Janeiro;Sudeste;21;991000000
Produto B;R$ 1.000;Cartão de Credito;12;27-Apr-19;Luci Martins;luci@yahoo.com.br;São Paulo;Sudeste;11;994600000
Produto A;R$ 500;Cartão de Credito;12;28-Apr-19;Christianne Martins;christianne@hotmail.com;Paraná;Sul;41;987000000
Produto C;R$ 2.000;Cartão de Credito;12;28-Apr-19;Vera Martins;vera@hotmail.com;São Paulo;Sudeste;11;995600000
Produto C;R$ 2.000;Cartão de Credito;12;28-Apr-19;Alan Martins;alan@gmail.com;São Paulo;Sudeste;11;986300000
Produto A;R$ 500;Cartão de Credito;1;29-Apr-19;Taylson Martins;taylson@hotmail.com;Pará;Norte;91;988100000
Produto A;R$ 500;Cartão de Credito;1;29-Apr-19;Lueli Martins;lueli@gmail.com;São Paulo;Sudeste;11;972400000
Produto B;R$ 1.000;Cartão de Credito;12;29-Apr-19;Nadia Martins;nadia@gmail.com;Bahia;Nordeste;71;992700000
Produto B;R$ 1.000;Cartão de Credito;6;29-Apr-19;Felix Martins;felix@gmail.com;Minas Gerais;Sudeste;33;999300000
Produto C;R$ 2.000;Cartão de Credito;12;29-Apr-19;Jeniffer Martins;jeniffer@gmail.com;Paraná;Sul;43;984500000
Produto C;R$ 2.000;Cartão de Credito;1;29-Apr-19;Romerio Martins;romerio@gmail.com;Bahia;Nordeste;77;998000000
Produto A;R$ 500;Cartão de Credito;5;29-Apr-19;Elber Martins;elber@gmail.com;Goiás;Centro-Oeste;62;994800000
Produto B;R$ 1.000;Cartão de Credito;12;30-Apr-19;Viviany Martins;viviany@hotmail.com;Bahia;Nordeste;71;987700000
Produto C;R$ 2.000;Cartão de Credito;10;30-Apr-19;Suanam Martins;suanam@gmail.com;Mato Grosso;Centro-Oeste;66;996600000
Produto B;R$ 1.000;Cartão de Credito;12;30-Apr-19;Abilio Martins;abilio@hotmail.com;São Paulo;Sudeste;13;997300000
Produto A;R$ 500;Cartão de Credito;1;30-Apr-19;João Martins;joao@hotmail.com;São Paulo;Sudeste;11;942300000
Produto A;R$ 500;Cartão de Credito;12;30-Apr-19;Ulisses Martins;ulisses@gmail.com;São Paulo;Sudeste;11;987400000
Produto B;R$ 1.000;Cartão de Credito;12;30-Apr-19;Karlim Martins;karlim@gmail.com;Rio Grande do Sul;Sul;51;998500000
Produto C;R$ 2.000;Cartão de Credito;12;1-May-19;Dea Martins;dea@gmail.com;São Paulo;Sudeste;11;981400000
Produto B;R$ 1.000;Cartão de Credito;12;1-May-19;Silvia Martins;silvia@gmail.com;São Paulo;Sudeste;11;961300000
Produto B;R$ 1.000;Cartão de Credito;10;1-May-19;Attila Martins;attila@gmail.com;Ceará;Nordeste;85;986300000
Produto A;R$ 500;Cartão de Credito;12;1-May-19;Poliane Martins;poliane@gmail.com;São Paulo;Sudeste;11;985700000
Produto A;R$ 500;Cartão de Credito;12;1-May-19;Suellen Martins;suellen@hotmail.com;Santa Catarina;Sul;49;988300000
Produto B;R$ 1.000;Cartão de Credito;1;1-May-19;Dafne Martins;dafne@gmail.com;Mato Grosso do Sul;Centro-Oeste;67;996200000
Produto A;R$ 500;Boleto Bancário;1;1-May-19;Ligia Martins;ligia@gmail.com;Santa Catarina;Sul;48;999900000
Produto B;R$ 1.000;Cartão de Credito;4;1-May-19;Joaquim Martins;joaquim@gmail.com;Distrito Federal;Centro-Oeste;61;991300000
Produto A;R$ 500;Cartão de Credito;12;1-May-19;Nicio Martins;nicio@hotmail.com;Minas Gerais;Sudeste;31;985300000
Produto B;R$ 1.000;Cartão de Credito;12;1-May-19;Walter Martins;walter@gmail.com;Pernambuco;Nordeste;81;999600000
Produto A;R$ 500;Cartão de Credito;10;2-May-19;Eusebio Martins;eusebio@gmail.com;Pará;Norte;91;984900000
Produto C;R$ 2.000;Cartão de Credito;1;3-May-19;Johnny Martins;johnny@outlook.com;Rio de Janeiro;Sudeste;21;969800000
Produto C;R$ 2.000;Cartão de Credito;6;3-May-19;João Martins;joao@outlook.com;Bahia;Nordeste;71;988300000
Produto C;R$ 2.000;Boleto Bancário;1;3-May-19;Patricia Martins;patricia@hotmail.com;Rio de Janeiro;Sudeste;21;996800000
Produto B;R$ 1.000;Cartão de Credito;5;3-May-19;Vitoria Martins;vitoria@outlook.com;São Paulo;Sudeste;11;946100000
Produto B;R$ 1.000;Cartão de Credito;12;3-May-19;Edimar Martins;edimar@hotmail.com;Maranhão;Nordeste;99;981300000
Produto B;R$ 1.000;Cartão de Credito;10;3-May-19;Welington Martins;welington@uol.com.br;São Paulo;Sudeste;17;969800000
Produto A;R$ 500;Cartão de Credito;12;4-May-19;Luan Martins;luan@gmail.com;São Paulo;Sudeste;19;988100000
Produto C;R$ 2.000;Boleto Bancário;1;4-May-19;Lucio Martins;lucio@gmail.com;Ceará;Nordeste;85;987300000
Produto A;R$ 500;Boleto Bancário;1;4-May-19;Cleverson Martins;cleverson@gmail.com;Paraná;Sul;41;999900000
Produto A;R$ 500;Cartão de Credito;1;4-May-19;Yury Martins;yury@gmail.com;Minas Gerais;Sudeste;31;995300000
Produto A;R$ 500;Cartão de Credito;2;4-May-19;Miqueias Martins;miqueias@gmail.com;São Paulo;Sudeste;17;992500000
Produto B;R$ 1.000;Boleto Bancário;1;4-May-19;Marielle Martins;marielle@hotmail.com;Minas Gerais;Sudeste;32;988100000
Produto A;R$ 500;Cartão de Credito;12;4-May-19;Jonatas Martins;jonatas@yahoo.com.br;Rio de Janeiro;Sudeste;21;996600000
Produto A;R$ 500;Cartão de Credito;12;4-May-19;Jessica Martins;jessica@gmail.com;Bahia;Nordeste;71;993100000
Produto B;R$ 1.000;Cartão de Credito;4;4-May-19;Alyson Martins;alyson@gmail.com;Rio Grande do Norte;Nordeste;84;997000000
Produto B;R$ 1.000;Cartão de Credito;12;5-May-19;Regiane Martins;regiane@gmail.com;São Paulo;Sudeste;11;953300000
Produto C;R$ 2.000;Boleto Bancário;1;5-May-19;Adão Martins;adao@gmail.com;São Paulo;Sudeste;11;995900000
Produto C;R$ 2.000;Cartão de Credito;5;5-May-19;Gilmar Martins;gilmar@gmail.com;Rio de Janeiro;Sudeste;21;973700000
Produto A;R$ 500;Cartão de Credito;7;6-May-19;Alyson Martins;alyson@gmail.com;São Paulo;Sudeste;11;953600000
Produto A;R$ 500;Cartão de Credito;6;6-May-19;Mayra Martins;mayra@gmail.com;Rio de Janeiro;Sudeste;21;970200000
Produto A;R$ 500;Cartão de Credito;12;6-May-19;Tulio Martins;tulio@gmail.com;São Paulo;Sudeste;11;976500000
Produto B;R$ 1.000;Cartão de Credito;12;6-May-19;Crislayne Martins;crislayne@gmail.com;Paraná;Sul;41;996700000
Produto C;R$ 2.000;Cartão de Credito;1;7-May-19;Vivaldo Martins;vivaldo@gmail.com;Bahia;Nordeste;71;991100000
Produto B;R$ 1.000;Cartão de Credito;1;7-May-19;Josenir Martins;josenir@hotmail.com;Espírito Santo;Sudeste;27;999500000
Produto B;R$ 1.000;Cartão de Credito;12;7-May-19;Andre Martins;andre@gmail.com;Rio de Janeiro;Sudeste;21;998700000
Produto A;R$ 500;Cartão de Credito;10;7-May-19;Alaíce Martins;alaice@hotmail.com;Bahia;Nordeste;71;988500000
Produto C;R$ 2.000;Cartão de Credito;12;7-May-19;Yazen Martins;yazen@gmail.com;Roraima;Norte;95;981100000
Produto B;R$ 1.000;Cartão de Credito;12;7-May-19;Cássio Martins;cassio@gmail.com;Rio Grande do Sul;Sul;51;997600000
Produto B;R$ 1.000;Cartão de Credito;12;7-May-19;Josi Martins;josi@gmail.com;São Paulo;Sudeste;11;982500000
Produto A;R$ 500;Cartão de Credito;2;8-May-19;Devaldo Martins;devaldo@gmail.com;São Paulo;Sudeste;11;995600000
Produto B;R$ 1.000;Cartão de Credito;1;8-May-19;Cledson Martins;cledson@gmail.com;São Paulo;Sudeste;11;980500000
Produto C;R$ 2.000;Cartão de Credito;1;8-May-19;Ronilson Martins;ronilson@yahoo.com.br;São Paulo;Sudeste;11;965900000
Produto A;R$ 500;Boleto Bancário;1;8-May-19;Lívio Martins;livio@hotmail.com;Distrito Federal;Centro-Oeste;61;981700000
Produto A;R$ 500;Cartão de Credito;1;8-May-19;Giuliana Martins;giuliana@gmail.com;São Paulo;Sudeste;11;982000000
Produto A;R$ 500;Cartão de Credito;12;8-May-19;Joenio Martins;joenio@gmail.com;Distrito Federal;Centro-Oeste;61;991100000
Produto B;R$ 1.000;Cartão de Credito;7;9-May-19;Ramires Martins;ramires@hotmail.com;Rio de Janeiro;Sudeste;21;974900000
Produto C;R$ 2.000;Cartão de Credito;10;9-May-19;Clesley Martins;clesley@hotmail.com;São Paulo;Sudeste;11;973100000
Produto A;R$ 500;Boleto Bancário;1;9-May-19;Rute Martins;rute@gmail.com;Paraná;Sul;41;996100000
Produto B;R$ 1.000;Cartão de Credito;1;9-May-19;Kemylly Martins;kemylly@gmail.com;Amazonas;Norte;92;984100000
Produto A;R$ 500;Boleto Bancário;1;9-May-19;Djaelson Martins;djaelson@gmail.com;Bahia;Nordeste;75;999200000
Produto A;R$ 500;Cartão de Credito;12;10-May-19;Ariana Martins;ariana@gmail.com;São Paulo;Sudeste;11;961400000
Produto B;R$ 1.000;Boleto Bancário;1;10-May-19;Claudiomir Martins;claudiomir@gmail.com;Rio Grande do Sul;Sul;54;999900000
Produto A;R$ 500;Cartão de Credito;12;10-May-19;Janeide Martins;janeide@gmail.com;Bahia;Nordeste;74;988000000
Produto C;R$ 2.000;Cartão de Credito;6;10-May-19;Clarice Martins;clarice@gmail.com;Espírito Santo;Sudeste;27;996600000
Produto A;R$ 500;Cartão de Credito;1;10-May-19;Luane Martins;luane@gmail.com;Santa Catarina;Sul;48;996400000
Produto A;R$ 500;Boleto Bancário;1;11-May-19;Deyvisson Martins;deyvisson@gmail.com;São Paulo;Sudeste;11;969100000
Produto C;R$ 2.000;Cartão de Credito;12;11-May-19;Venâncio Martins;venancio@gmail.com;São Paulo;Sudeste;11;965400000
Produto A;R$ 500;Cartão de Credito;5;12-May-19;Manoel Martins;manoel@gmail.com;São Paulo;Sudeste;11;996000000
Produto C;R$ 2.000;Cartão de Credito;12;12-May-19;Anderson Martins;anderson@live.com;Bahia;Nordeste;71;992100000
Produto A;R$ 500;Cartão de Credito;1;12-May-19;Ian Martins;ian@yahoo.com.br;Rio de Janeiro;Sudeste;21;996700000
Produto A;R$ 500;Cartão de Credito;12;12-May-19;Mauro Martins;mauro@gmail.com;São Paulo;Sudeste;11;989500000
Produto B;R$ 1.000;Cartão de Credito;12;12-May-19;Jordan Martins;jordan@hotmail.com;São Paulo;Sudeste;11;953700000
Produto A;R$ 500;Cartão de Credito;12;12-May-19;Walisson Martins;walisson@gmail.com;Goiás;Centro-Oeste;64;992300000
Produto C;R$ 2.000;Cartão de Credito;12;13-May-19;Ileane Martins;ileane@hotmail.com;Rio Grande do Norte;Nordeste;84;999600000
Produto B;R$ 1.000;Cartão de Credito;12;13-May-19;Iann Martins;iann@hotmail.com;Rio de Janeiro;Sudeste;24;992900000
Produto B;R$ 1.000;Cartão de Credito;12;13-May-19;Dante Martins;dante@gmail.com;Minas Gerais;Sudeste;34;991500000
Produto B;R$ 1.000;Cartão de Credito;10;13-May-19;Deiviane Martins;deiviane@gmail.com;Minas Gerais;Sudeste;33;991300000
Produto C;R$ 2.000;Cartão de Credito;12;13-May-19;Hallyson Martins;hallyson@gmail.com;Rio de Janeiro;Sudeste;21;975300000
Produto C;R$ 2.000;Cartão de Credito;10;13-May-19;Isac Martins;isac@gmail.com;Rio Grande do Norte;Nordeste;84;988500000
Produto B;R$ 1.000;Cartão de Credito;1;13-May-19;Djavan Martins;djavan@yahoo.com.br;Rio de Janeiro;Sudeste;21;981000000
Produto C;R$ 2.000;Boleto Bancário;1;14-May-19;Ludmila Martins;ludmila@hotmail.com;Minas Gerais;Sudeste;31;980200000
Produto A;R$ 500;Cartão de Credito;1;14-May-19;Ráilla Martins;railla@gmail.com;Bahia;Nordeste;71;992600000
Produto B;R$ 1.000;Cartão de Credito;4;14-May-19;Ivaldo Martins;ivaldo@yahoo.com.br;Pará;Norte;91;988400000
Produto B;R$ 1.000;Cartão de Credito;12;14-May-19;Charles Martins;charles@gmail.com;Rio de Janeiro;Sudeste;21;989000000
Produto C;R$ 2.000;Cartão de Credito;2;14-May-19;Victória Martins;victoria@hotmail.com;Rio de Janeiro;Sudeste;22;998900000
Produto B;R$ 1.000;Cartão de Credito;12;15-May-19;Ramon Martins;ramon@hotmail.com;Minas Gerais;Sudeste;31;992700000
Produto B;R$ 1.000;Boleto Bancário;1;15-May-19;Pedro Martins;pedro@gmail.com;Rio de Janeiro;Sudeste;21;987700000
Produto C;R$ 2.000;Cartão de Credito;1;16-May-19;Havi Martins;havi@hotmail.com;São Paulo;Sudeste;11;968200000
Produto A;R$ 500;Cartão de Credito;1;16-May-19;Adriano Martins;adriano@gmail.com;Pernambuco;Nordeste;81;922700000
Produto C;R$ 2.000;Cartão de Credito;6;16-May-19;Ivanna Martins;ivanna@gmail.com;Goiás;Centro-Oeste;64;992200000
Produto A;R$ 500;Cartão de Credito;12;16-May-19;Júlia Martins;júlia@gmail.com;São Paulo;Sudeste;14;996700000
Produto B;R$ 1.000;Cartão de Credito;1;16-May-19;Oscar Martins;oscar@gmail.com;Distrito Federal;Centro-Oeste;61;999800000
Produto C;R$ 2.000;Cartão de Credito;12;16-May-19;Mikaela Martins;mikaela@gmail.com;Rio de Janeiro;Sudeste;21;997400000
Produto B;R$ 1.000;Cartão de Credito;12;17-May-19;Diana Martins;diana@gmail.com;Alagoas;Nordeste;82;987000000
Produto C;R$ 2.000;Cartão de Credito;1;17-May-19;Ketlin Martins;ketlin@gmail.com;Paraná;Sul;41;995000000
Produto A;R$ 500;Cartão de Credito;12;17-May-19;Francielli Martins;francielli@hotmail.com;Paraná;Sul;41;998100000
Produto B;R$ 1.000;Cartão de Credito;12;17-May-19;Vancivleide Martins;vancivleide@hotmail.com;Maranhão;Nordeste;98;984000000
Produto B;R$ 1.000;Cartão de Credito;6;17-May-19;Tamara Martins;tamara@gmail.com;Rio Grande do Sul;Sul;51;999400000
